,Unnamed: 0,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
9730,9730,ae2c2b372,2,2,2,1,2,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,Gray
9742,9742,0d873789a,3,1,3,3,2,1,2,2,2,1,4,0,0,1.0,41326,Mixed Breed,"Black, Brown"
9754,9754,af8138fea,4,2,2,3,1,2,2,2,2,1,4,0,0,1.0,41326,Domestic Medium Hair,"Black, Brown"
9775,9775,549c35706,1,1,2,2,2,2,2,1,2,1,1,0,0,3.0,41327,Mixed Breed,"Brown, White"
9780,9780,ee34f3079,1,1,2,1,2,1,2,2,2,1,1,5,0,4.0,41327,Mixed Breed,"Cream, White"
9792,9792,ae0425756,1,2,12,3,1,2,1,1,2,1,3,0,0,5.0,41401,Domestic Medium Hair,"Golden, Cream"
9793,9793,d29627289,4,1,1,1,2,2,3,3,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, White"
9807,9807,f0f6f4bd2,1,2,1,1,2,2,2,1,2,1,1,0,0,1.0,41326,Domestic Long Hair,"Black, White"
9808,9808,7595f467b,1,1,12,1,2,2,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,"Brown, White"
9826,9826,8d0f8ad16,2,2,6,2,1,1,1,1,1,1,1,0,0,3.0,41327,Mixed Breed,"Golden, White"
9832,9832,c4ff3b712,2,1,3,1,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
9899,9899,5b928c0a6,2,2,10,1,2,2,1,2,2,1,1,0,0,3.0,41326,American Shorthair,"Black, Gray"
9901,9901,f246dec63,4,1,36,2,2,1,1,1,1,1,1,0,0,3.0,41401,Mixed Breed,Brown
9911,9911,d68301fb2,4,2,5,2,2,2,2,2,2,1,1,0,0,3.0,41326,Oriental Short Hair,"Brown, Cream"
9915,9915,f0ba86cc6,2,1,12,2,1,3,1,1,1,1,1,0,0,5.0,41326,Pekingese,"Brown, White"
9928,9928,62d822791,4,1,3,1,3,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
9946,9946,06666dc09,4,1,4,1,2,2,1,2,1,1,1,0,0,3.0,41326,Mixed Breed,Golden
9969,9969,388bb6170,4,2,3,3,2,1,2,2,2,1,4,0,0,4.0,41326,Domestic Short Hair,"Black, Brown"
9987,9987,8a302ccba,4,1,30,1,2,2,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,Cream
9995,9995,c37419ab7,1,2,1,2,2,1,2,2,2,1,1,0,0,5.0,41401,American Shorthair,"Black, Brown"
10011,10011,acfbc9b71,1,1,2,2,2,1,2,1,2,1,1,250,0,2.0,41401,Mixed Breed,"Black, Brown"
10045,10045,620ebd7ab,2,2,3,1,2,1,2,1,2,1,1,0,0,10.0,41336,Domestic Short Hair,"Black, Gray"
10047,10047,07c284733,2,2,1,2,2,2,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,White
10055,10055,da9d78f91,2,1,2,2,2,2,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
10059,10059,e669e318d,4,2,21,2,2,2,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Black
10076,10076,7f352f8dc,3,1,36,2,1,3,1,1,2,1,1,250,0,3.0,41401,Shih Tzu,"Brown, White"
10083,10083,fef340804,2,1,4,2,2,2,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
10087,10087,d16562746,2,2,1,2,1,1,2,2,2,1,1,0,0,7.0,41326,Domestic Short Hair,Gray
10091,10091,9242ba394,1,2,7,1,1,1,1,1,1,1,1,0,0,1.0,41401,Domestic Short Hair,"Golden, White"
10098,10098,0a6362374,4,2,3,1,1,1,2,2,2,2,1,0,0,1.0,41401,Domestic Short Hair,"Brown, Cream"
10100,10100,ac8fa1b6c,1,1,3,2,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Brown
10117,10117,41e4cc1de,2,1,2,2,2,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
10133,10133,379d5e10d,4,1,24,2,3,1,2,2,1,1,2,0,0,1.0,41326,Mixed Breed,Brown
10140,10140,9a719040f,2,1,1,2,2,1,3,3,2,1,1,0,0,5.0,41330,Mixed Breed,Brown
10142,10142,318c35c04,1,2,1,2,1,1,2,2,2,1,3,0,0,1.0,41401,Mixed Breed,"Black, Brown"
10156,10156,8d047d078,3,1,2,2,2,1,2,1,3,1,1,0,0,1.0,41401,Lowchen,"Brown, Cream"
10164,10164,42d06aa80,1,2,5,1,1,2,2,2,2,1,1,0,0,3.0,41326,Domestic Medium Hair,"Cream, White"
10175,10175,e1d86f0b6,2,1,60,2,2,3,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,White
10181,10181,0ea0beb3c,3,1,12,1,3,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,White
10184,10184,bd4404a60,3,1,8,1,2,2,1,1,1,1,2,1,0,2.0,41326,Mixed Breed,"Black, Brown"
10187,10187,31653bea0,3,1,96,1,2,2,1,1,1,1,1,0,0,1.0,41336,Jack Russell Terrier,"Black, White"
10194,10194,5a181c011,2,2,12,2,2,1,1,1,1,1,1,50,0,2.0,41401,Domestic Short Hair,Gray
10248,10248,79e0ef004,4,2,4,2,1,2,2,2,2,1,1,0,0,2.0,41342,Domestic Short Hair,"Black, Brown"
10261,10261,804c6c78d,4,1,6,1,2,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,"Golden, Yellow"
10267,10267,0f9fd5688,2,2,2,1,2,1,2,1,2,1,1,0,1,2.0,41326,Domestic Short Hair,"Brown, Gray"
10284,10284,f037aaccb,2,2,2,1,1,1,2,1,2,2,1,0,0,2.0,41336,Domestic Short Hair,Black
10291,10291,fd8f64c6d,1,2,1,1,1,1,2,1,2,1,1,0,1,5.0,41326,Domestic Short Hair,"Black, White"
10302,10302,6fe7448a5,4,1,12,2,2,1,2,1,2,1,1,0,0,1.0,41327,Mixed Breed,Brown
10303,10303,762a1ef1a,1,1,2,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Black
10318,10318,d5c68b3bf,3,2,2,2,2,1,2,1,2,1,1,0,0,4.0,41326,Domestic Short Hair,"Brown, White"
10319,10319,97094f7ec,2,1,18,2,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Golden, White"
10326,10326,07b2a1416,1,1,1,3,1,1,2,2,2,2,6,0,0,2.0,41401,Mixed Breed,"Black, Brown"
10330,10330,aca81d4a7,2,2,3,2,2,1,2,1,2,1,1,50,0,4.0,41401,Domestic Short Hair,"Black, Golden"
10358,10358,4c674cc1f,2,1,4,2,2,1,3,3,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, White"
10379,10379,bdcd82280,3,1,18,2,2,3,1,1,1,1,1,0,0,3.0,41330,Mixed Breed,Cream
10381,10381,1d8d037a2,1,2,3,3,2,2,2,1,2,1,2,0,0,6.0,41401,Mixed Breed,"Black, White"
10393,10393,7803e9e5d,2,1,41,1,2,1,2,1,1,1,1,0,0,5.0,41326,Mixed Breed,"Brown, Golden"
10402,10402,701c7e67e,4,1,1,3,2,2,2,2,2,1,6,0,0,1.0,41327,Mixed Breed,"Black, White"
10404,10404,411bb17a0,3,2,1,1,2,1,2,1,2,1,1,0,0,2.0,41401,Domestic Short Hair,"Black, White"
10407,10407,ac7609b80,4,2,2,3,2,1,2,2,2,1,3,0,0,3.0,41330,Domestic Short Hair,"Black, Brown"
10408,10408,303696f08,2,1,2,2,2,1,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,Cream
10415,10415,73d59a848,4,2,13,1,2,1,3,3,3,1,1,0,0,1.0,41401,Siamese,"Brown, Yellow"
10431,10431,98da79d01,0,1,1,1,2,2,2,2,3,1,8,0,0,2.0,41326,Mixed Breed,White
10437,10437,1c60a65e8,0,2,6,2,2,1,1,1,3,1,1,0,0,2.0,41401,Domestic Short Hair,"Black, White"
10447,10447,036e015d2,3,1,7,2,2,2,3,3,1,1,1,0,0,3.0,41326,Mixed Breed,Black
10457,10457,ee10dbace,2,2,5,2,1,1,1,1,1,1,2,50,0,1.0,41401,Domestic Short Hair,Brown
10462,10462,fa4314902,0,2,2,3,1,1,2,2,2,1,3,0,0,1.0,41367,Domestic Short Hair,"Black, Brown"
10469,10469,901ff85c1,1,2,3,1,1,1,2,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Brown, Golden"
10490,10490,f8d16f3ef,1,1,2,1,3,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
10505,10505,2986194f1,4,2,24,2,2,2,2,1,2,1,3,0,0,2.0,41326,Domestic Medium Hair,"Black, Brown"
10515,10515,d64f2a210,3,2,3,3,2,1,1,1,2,1,5,0,0,7.0,41326,Domestic Short Hair,"Black, Brown"
10528,10528,167a6dcf3,1,1,3,2,2,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
10543,10543,bfc46890f,3,1,3,2,2,2,3,3,2,1,1,0,0,9.0,41326,Mixed Breed,"Black, Brown"
10549,10549,3d9bb7253,2,2,4,2,2,2,2,1,2,1,1,30,0,1.0,41326,Domestic Short Hair,"Black, Golden"
10551,10551,c16df543f,3,1,2,2,2,1,2,2,2,1,1,0,1,4.0,41324,Mixed Breed,"Black, Brown"
10572,10572,7a6ef9da1,1,2,1,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Golden, Gray"
10574,10574,6975353f1,2,1,2,2,2,2,2,1,2,1,1,0,0,1.0,41327,Mixed Breed,White
10622,10622,3101d2bba,3,2,2,2,1,2,1,1,2,1,1,0,0,1.0,41326,Calico,"Black, Cream"
10627,10627,e7d595174,1,1,2,2,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
10658,10658,d3975e1bd,2,1,120,2,2,1,3,3,3,1,1,0,0,2.0,41326,Chihuahua,"Yellow, White"
10670,10670,a6e1f4504,2,2,2,2,1,1,2,1,2,1,1,0,0,2.0,41401,Domestic Short Hair,"Black, Yellow"
10679,10679,8f7a44198,3,2,4,1,2,3,1,1,3,1,1,0,0,1.0,41326,Mixed Breed,"Brown, Cream"
10704,10704,eb350f2bc,4,1,15,2,1,2,1,1,2,1,2,300,0,1.0,41332,Poodle,Brown
10706,10706,929528b36,1,1,60,2,1,2,1,1,1,1,1,80,0,3.0,41326,Poodle,Brown
10715,10715,387a2639c,4,1,11,1,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
10727,10727,4daad230c,4,1,3,1,3,1,1,1,2,1,1,0,0,3.0,41327,Mixed Breed,"Brown, White"
10740,10740,e282d2bdf,2,1,3,1,2,2,2,1,2,1,1,100,0,3.0,41326,Mixed Breed,"Brown, White"
10765,10765,36fd9e13d,2,2,2,3,2,2,2,2,2,1,4,0,1,4.0,41326,Domestic Short Hair,"Cream, Gray"
10773,10773,f7b533990,4,1,2,2,2,2,1,1,1,1,1,0,0,26.0,41326,Mixed Breed,"Black, Brown"
10775,10775,87e1b0c16,4,2,4,1,2,1,2,2,2,1,3,0,0,6.0,41326,Domestic Short Hair,"Black, White"
10809,10809,239326fd2,4,1,6,1,2,2,1,1,3,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
10831,10831,1f33216f7,2,1,1,1,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
10866,10866,76017363e,2,1,1,2,2,1,2,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
10872,10872,9fd0556db,2,2,24,2,2,3,3,2,3,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
10897,10897,23829dc63,1,2,2,3,1,1,2,1,2,1,3,0,0,11.0,41401,Mixed Breed,"Black, Cream"
10902,10902,aa3ee9d0b,1,2,5,2,2,1,1,1,3,1,1,0,0,5.0,41327,Mixed Breed,Golden
10907,10907,bbaa4a431,4,1,6,2,2,1,2,2,2,1,1,50,0,1.0,41326,Mixed Breed,Brown
10911,10911,504134fd6,4,2,3,3,2,2,2,2,2,1,3,0,0,2.0,41326,Mixed Breed,"Brown, Yellow"
10925,10925,cb8cce181,2,2,4,1,2,1,2,1,1,1,1,0,0,2.0,41326,Domestic Short Hair,Brown
10935,10935,edd25890d,2,1,96,1,2,2,1,1,2,1,1,0,0,2.0,41326,Golden Retriever,Golden
10946,10946,c7f20f68c,3,1,4,2,2,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,Brown
10953,10953,117059fe3,4,1,48,1,3,1,1,1,1,1,1,350,0,5.0,41326,Pit Bull Terrier,"Brown, White"
10958,10958,65f311c09,4,2,7,2,2,2,1,1,2,1,2,50,0,2.0,41324,Domestic Medium Hair,"Black, Yellow"
10975,10975,d76134f00,2,1,1,2,2,1,2,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
10985,10985,7321cbf99,2,2,5,1,2,1,2,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Yellow, White"
10993,10993,a90161422,4,1,3,1,2,1,1,1,2,1,1,50,0,2.0,41326,Mixed Breed,Cream
11001,11001,abe27623b,3,2,4,1,2,2,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,Black
11015,11015,0cbe33a44,1,1,15,2,1,2,1,2,3,1,1,1,0,2.0,41326,Spitz,White
11018,11018,d08efa704,1,1,24,1,2,2,2,1,1,1,1,0,0,1.0,41330,Silky Terrier,Black
11034,11034,9160fdb5f,4,1,2,1,1,1,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
11044,11044,8cc02d983,3,1,2,2,2,2,1,1,2,1,1,0,0,8.0,41326,Mixed Breed,Cream
11059,11059,a12589a09,0,1,1,1,2,1,1,2,2,1,1,0,0,1.0,41367,Mixed Breed,"Cream, White"
11071,11071,113bc00e8,4,1,2,2,2,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,Black
11107,11107,6c7db281b,4,1,12,2,2,2,1,1,1,1,1,0,0,2.0,41324,Mixed Breed,"Black, Gray"
11112,11112,67c74483f,2,2,2,2,1,1,2,2,2,1,2,0,0,2.0,41326,Domestic Short Hair,"Black, Brown"
11121,11121,ddafef3c4,3,2,2,1,1,1,2,2,2,1,1,50,0,4.0,41326,Domestic Short Hair,Golden
11138,11138,e6821c448,2,2,3,2,1,2,1,2,1,1,1,0,0,5.0,41326,American Shorthair,Black
11142,11142,823d5bd7e,2,2,2,1,2,1,1,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,Black
11145,11145,011350faf,4,1,28,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
11148,11148,1f7363767,1,1,1,2,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
11159,11159,0dd5c500a,2,2,3,2,2,3,2,2,2,1,1,100,0,3.0,41326,Domestic Long Hair,"Black, Brown"
11173,11173,840bad15b,1,2,9,1,2,1,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,Golden
11182,11182,51b7034e6,2,1,5,2,2,1,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,Black
11203,11203,81b753aaa,4,2,4,1,2,2,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Gray, White"
11222,11222,e73b8f98b,1,1,1,2,2,2,2,2,2,1,2,0,0,5.0,41326,Mixed Breed,Brown
11226,11226,843738a2a,4,1,3,1,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
11233,11233,72bfc767c,2,1,12,2,2,2,3,3,3,1,1,0,0,2.0,41332,Mixed Breed,"Golden, Yellow"
11238,11238,9b2aaf395,3,1,4,2,2,1,2,2,2,1,3,0,0,2.0,41326,Mixed Breed,"Black, Cream"
11245,11245,581100fe5,3,2,2,3,2,2,2,1,2,1,2,0,0,5.0,41401,Mixed Breed,Brown
11246,11246,a9c968c38,4,1,36,3,2,1,3,3,2,1,2,0,0,1.0,41330,Schnauzer,Gray
11249,11249,9430042a3,1,1,48,2,1,2,1,1,3,1,1,0,0,2.0,41401,Mixed Breed,Brown
11250,11250,ab67afee5,4,1,12,1,2,2,3,3,3,2,1,0,0,1.0,41401,Mixed Breed,Golden
11258,11258,bd2dc39e7,2,1,2,2,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
11305,11305,239844635,4,2,84,2,1,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Yellow, Gray"
11320,11320,dcdb6907c,2,1,1,2,2,2,2,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
11337,11337,1d1f2ed1b,2,2,3,1,2,1,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
11347,11347,8b6690d89,2,1,3,2,3,1,2,2,2,1,1,0,0,3.0,41327,Mixed Breed,Brown
11350,11350,3ea3cf8d4,2,2,36,2,1,1,1,1,1,1,1,0,0,1.0,41401,Tabby,Gray
11363,11363,b23e29c89,3,2,24,2,2,1,1,1,1,1,1,50,0,27.0,41326,Mixed Breed,Brown
11370,11370,d8a48180b,1,1,2,2,3,1,2,1,2,1,1,50,0,3.0,41332,Mixed Breed,"Black, Yellow"
11371,11371,489466e53,1,1,1,1,1,1,3,3,3,1,2,0,0,2.0,41401,Mixed Breed,"Black, Brown"
11381,11381,79186dded,4,2,24,2,2,2,1,1,1,1,1,0,0,1.0,41401,British Shorthair,Gray
11396,11396,56d6e2c8b,4,2,12,2,2,2,1,1,1,1,1,0,0,2.0,41326,Domestic Medium Hair,"Black, Yellow"
11421,11421,487f74408,2,1,3,1,2,2,1,1,2,1,1,100,0,3.0,41326,Mixed Breed,"Brown, White"
11428,11428,6326e5387,4,1,2,2,2,1,2,1,2,2,1,0,0,1.0,41401,Mixed Breed,Cream
11448,11448,f895c20f3,2,1,2,1,2,1,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, Brown"
11451,11451,5ab714faa,3,1,1,2,2,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,Black
11482,11482,eb4dbddea,4,2,3,2,2,2,2,1,2,1,2,0,0,3.0,41327,Domestic Medium Hair,"Black, Yellow"
11509,11509,22230a3ea,2,1,48,1,1,3,1,1,1,2,1,200,0,1.0,41326,Shih Tzu,Cream
11513,11513,6da091c79,3,1,3,2,2,1,2,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
11517,11517,2bfc5658b,3,1,2,2,2,1,1,1,2,1,1,0,0,4.0,41401,Mixed Breed,"Black, White"
11518,11518,763264fa2,3,1,3,2,2,2,1,1,2,1,1,0,2,8.0,41326,Mixed Breed,"Black, Brown"
11526,11526,8a0a8eec0,4,1,4,2,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
11534,11534,c5574bf3d,2,1,2,2,2,1,2,1,2,1,1,0,0,7.0,41326,Mixed Breed,"Brown, White"
11554,11554,401fcc4c5,2,1,2,3,2,2,3,3,3,1,5,0,0,18.0,41326,Mixed Breed,"Black, Brown"
11573,11573,7abf263f7,2,1,4,2,2,1,3,3,1,1,1,0,0,1.0,41326,Mixed Breed,Black
11577,11577,d69a1f2a1,2,2,3,2,1,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
11580,11580,b589d804e,2,2,2,1,2,2,1,1,2,1,1,0,0,8.0,41326,Domestic Medium Hair,"Black, White"
11581,11581,87e6807c7,4,1,18,2,2,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
11603,11603,62c16fa1a,1,1,1,2,2,2,2,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Brown, White"
11604,11604,e7f5a8bd0,4,2,1,3,2,2,2,2,2,1,2,0,0,1.0,41326,Domestic Medium Hair,"Black, White"
11611,11611,1da3eb996,1,1,2,1,2,2,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
11613,11613,006610fe3,4,1,24,2,2,1,2,2,1,1,1,0,0,1.0,41326,Mixed Breed,Black
11616,11616,b60bc872a,2,2,5,3,2,3,2,2,2,1,2,100,0,3.0,41401,Mixed Breed,"Black, Brown"
11617,11617,b4f22a5ba,4,2,2,1,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, Gray"
11625,11625,e9e4424a6,4,1,4,2,2,2,1,1,1,1,3,0,0,2.0,41326,Mixed Breed,"Black, Brown"
11640,11640,44a0c16bc,4,1,120,1,2,1,1,1,3,2,1,0,0,2.0,41326,Shih Tzu,"Brown, White"
11641,11641,bb2a61d2b,2,1,2,2,2,2,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
11644,11644,782abc2de,4,2,6,2,2,2,1,1,2,1,1,0,0,1.0,41326,Domestic Medium Hair,Golden
11658,11658,ec39cb917,2,2,12,2,2,1,1,1,2,1,7,0,0,2.0,41326,Domestic Short Hair,White
11665,11665,d86f635fb,2,1,0,3,2,1,2,2,2,1,3,0,0,6.0,41326,Mixed Breed,"Brown, Yellow"
11686,11686,03c6478b9,2,2,1,2,2,2,2,2,2,1,1,0,0,1.0,41326,Domestic Medium Hair,"Black, Brown"
11689,11689,133af5fc3,3,1,2,2,2,1,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,Brown
11710,11710,637186543,4,1,12,2,2,1,1,1,2,1,1,0,0,1.0,41327,Mixed Breed,Cream
11712,11712,ef836c3d3,1,2,2,2,2,3,2,1,2,1,1,0,0,6.0,41326,Mixed Breed,"Black, White"
11721,11721,a37c82165,1,1,12,1,3,1,2,1,1,1,1,0,0,1.0,41326,Mixed Breed,Brown
11732,11732,269a6756f,2,1,3,1,2,2,2,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
11745,11745,189bb90dc,1,1,3,2,4,2,1,3,2,1,1,0,0,1.0,41336,Belgian Shepherd Malinois,Brown
11765,11765,0090eb457,4,1,4,2,1,1,3,3,3,1,1,0,0,4.0,41327,Mixed Breed,"Brown, White"
11771,11771,017eda6dc,1,2,8,2,2,1,3,1,2,1,1,0,0,4.0,41367,Mixed Breed,Gray
11774,11774,4436738dd,1,1,1,3,2,2,1,1,2,1,5,0,0,11.0,41401,Mixed Breed,"Black, Brown"
11777,11777,d4f813a7e,3,1,1,2,2,2,2,2,2,1,1,0,1,5.0,41330,Mixed Breed,"Black, Brown"
11779,11779,ef30ade75,2,1,2,1,2,1,2,1,2,2,1,0,0,2.0,41336,Mixed Breed,"Black, Brown"
11781,11781,bdeeb6fe2,2,1,2,2,2,1,2,1,2,1,1,100,0,2.0,41326,Mixed Breed,"Black, White"
11825,11825,191660250,0,1,1,1,2,2,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,"Brown, White"
11828,11828,c996b2baf,1,2,5,2,1,1,1,1,2,1,1,0,0,2.0,41336,Domestic Short Hair,Brown
11831,11831,d147c39fb,1,1,10,2,1,2,3,3,3,1,1,0,0,1.0,41326,Shih Tzu,"Black, White"
11838,11838,c1680e63c,4,1,2,1,1,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
11840,11840,b0a8a88a0,2,1,2,2,2,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
11851,11851,eba013abc,4,2,3,2,1,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, White"
11854,11854,063495ecd,3,1,24,1,4,2,3,3,3,2,1,0,0,1.0,41401,Mixed Breed,Black
11857,11857,02e072cbd,3,2,4,2,3,2,2,1,1,1,1,0,0,2.0,41401,Domestic Medium Hair,"Golden, Gray"
11858,11858,5f8d00436,3,2,12,3,2,2,2,2,2,1,4,25,0,1.0,41326,Mixed Breed,"Black, Golden"
11861,11861,a3e7124c8,2,2,36,2,2,1,2,1,2,1,1,0,0,1.0,41327,Siamese,"Black, White"
11871,11871,f64a1a0c4,4,2,12,2,2,2,2,2,3,1,1,0,0,5.0,41326,Domestic Short Hair,"Brown, White"
11881,11881,4cdf29720,2,1,2,2,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
11885,11885,4874347b0,1,1,2,2,2,2,2,1,3,1,1,0,0,1.0,41327,Mixed Breed,"Black, Brown"
11888,11888,4348b169a,1,1,2,1,2,1,2,2,2,1,1,0,0,1.0,41326,Manchester Terrier,"Black, Brown"
11889,11889,3c3b9b731,4,2,2,1,1,1,2,2,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Black, Gray"
11890,11890,c64c9e2d4,4,1,2,2,2,1,2,2,2,1,2,0,0,1.0,41330,Mixed Breed,"Black, Brown"
11906,11906,0ca524fbf,1,2,1,1,1,1,2,2,2,1,1,0,0,4.0,41401,Domestic Short Hair,"Black, Gray"
11909,11909,b49012dd4,2,1,2,1,2,2,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
11910,11910,f982548b8,4,1,8,2,2,1,1,1,1,1,1,0,0,3.0,41327,Mixed Breed,"Brown, Cream"
11933,11933,a3a0fa212,4,1,12,2,1,2,1,1,3,1,1,0,0,3.0,41401,Mixed Breed,"Brown, White"
11939,11939,871ca78ab,2,1,36,2,2,1,1,1,1,1,1,250,0,3.0,41326,Beagle,"Black, Brown"
11947,11947,aa8e2a85d,1,2,2,3,2,1,2,1,2,1,2,0,0,1.0,41326,Mixed Breed,Cream
11952,11952,326a3c785,3,1,4,1,2,2,3,3,3,1,1,50,0,4.0,41326,Spitz,"Black, Brown"
11957,11957,0f012474b,2,1,12,1,2,2,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Brown
12011,12011,e54866fe5,2,1,2,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
12014,12014,5d53d4bfb,4,1,36,1,2,1,1,1,1,2,1,0,0,2.0,41401,Mixed Breed,Brown
12015,12015,a5a240214,4,1,24,2,2,1,1,2,1,1,1,0,0,1.0,41401,Mixed Breed,Black
12052,12052,56c329fdf,4,1,2,3,1,1,2,2,2,1,5,0,0,5.0,41326,Mixed Breed,Black
12055,12055,2e829ee7c,1,2,1,3,1,1,2,2,1,1,3,0,0,2.0,41401,Domestic Short Hair,"Black, Brown"
12056,12056,4f66fa0c3,4,1,60,2,2,2,1,1,1,1,1,0,0,5.0,41327,Mixed Breed,"Golden, White"
12071,12071,fad223ef5,3,1,2,2,2,2,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,Brown
12078,12078,771156bfd,3,1,2,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, White"
12082,12082,0e7ca23c9,3,1,2,1,3,2,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
12089,12089,b5475edf9,3,1,2,1,2,1,2,2,2,1,1,100,0,2.0,41326,Mixed Breed,"Brown, White"
12094,12094,f87c02978,1,2,2,1,1,2,3,3,2,1,1,0,0,4.0,41326,Domestic Medium Hair,White
12097,12097,fe3d33ae1,2,2,3,1,3,2,3,3,3,1,1,0,0,1.0,41325,Mixed Breed,"Golden, White"
12100,12100,2209979e1,2,2,12,2,1,1,2,2,2,1,1,0,0,3.0,41326,Tabby,"Black, Gray"
12123,12123,4b0662306,2,2,12,1,2,1,2,1,3,1,1,0,0,3.0,41401,Domestic Short Hair,Black
12136,12136,885c668e4,3,2,1,1,1,1,3,3,3,1,1,0,0,1.0,41326,Domestic Short Hair,Golden
12154,12154,57abbd25f,4,2,4,2,2,1,2,2,2,1,1,15,0,3.0,41401,Domestic Short Hair,"Yellow, White"
12155,12155,27830acaa,4,1,2,2,2,2,2,2,2,1,1,59,0,1.0,41326,Mixed Breed,"Black, Brown"
12168,12168,141a53bee,4,2,3,2,2,1,1,1,1,1,1,100,0,2.0,41326,Domestic Short Hair,"Yellow, Gray"
